CL2;Hi Im Pat a developer from Group 1;Ciao *Im *Pat Un @developer di Gruppo 1;2;2;1;3;
CL2;He's an interloper.;È un @interloper.;3;3;2;2;
CL2;He must be executed.;@Must essere #eseguire.;4;4;4;4;{must be}[Passive voice]
CL2;Hi..!!;Ciao..!!;1;1;1;1;
CL2;haha;*haha;4;1;1;1;
CL2;who's laihok;#Cui ha *laihok;4;4;3;4;{laihok}[Spelling]
CL2;If Andrew doesn't show up by 3:40, I say we just go without him.;Se Andrew non appare per 3:40, dico giusto andiamo senza lui.;3;3;2;3;
CL2;Matthew;Matthew;1;1;1;1;
CL2;I dunno where he is.;Io *dunno dove è.;1;1;2;2;
CL2;don't know not on my list;Non sa non nella mia lista;2;3;2;2;
CL2;ok..;ok..;1;1;1;1;
CL2;The teacher just told us to start without Andrew.;Il professore giusto #prpers disse per iniziare senza Andrew.;3;3;2;3;
CL2;we need to start;Necessitiamo iniziare;2;1;1;2;
CL2;oh now he showed up;@oh Adesso apparve;2;2;2;3;
CL2;Good timing.;Buono @time.;4;4;3;3;
CL2;who still  not coming yet;#Cui ancora  non venendo ancora;4;4;3;4;
CL2;doesn't matter lets just start;Non importa lascia avvio giusto;4;3;2;4;
CL2;ok, let's get this thing started;ok, lasciato è ricevere questa cosa iniziò;4;4;4;4;
CL2;So, first we'd like to know a little more about the system.  Are you looking for some sort of web-based service, or a desktop application?;Tanto, primo #prpers piacerebbe sapere un #poco @more sopra il sistema.  Ti è buscando alcuna classe di ragnatela#-servizio basato, o un *desktop applicazione?;4;4;3;4;
CL2;a desktop application;Un *desktop applicazione;2;2;2;2;
CL2;It's supposed to be a decentralized, distributed thing, nothing on a central server.;È supposto per essere un *decentralized, cosa distribuita, #niente in un @server centrale.;4;3;3;3;{to be}[Passive voice]
CL2;ok;ok;1;1;1;1;
CL2;the users of the system will need to connect from a large number of different locations;Gli utenti d'il sistema necessiteranno connettere d'un numero grande di ubicazioni differenti;3;2;2;3;{a large number of}[Complex Expression]
CL2;So web access but not a web page?;Tanto accesso di ragnatela ma non una pagina di ragnatela?;4;4;4;4;
CL2;exactly,;Esattamente,;1;1;1;1;
CL2;we are looking for a desktop applicaitons, where the load of running the system is spread amongst the connected clients;Stiamo buscando un *desktop *applicaitons, dove la carica di correre il sistema è diffuso tra i clienti connessi;4;3;3;4;+{amongst}[Complex Expression]
CL2;yes...not a web page..its a actual program;Sì...Non una pagina di ragnatela..Il suo un programma reale;4;3;3;4;+{a actual}[Wrong article]
CL2;the users are albe to view the cal via the webpage;Gli utenti sono *albe per vedere il *cal @via il *webpage;1;2;4;4;{albe}[Spelling]
CL2;so this will be a client application which sends and receives information to and from the web server?;@So questo sarà una applicazione di cliente #che invia e riceve informazione a e d'il @server di ragnatela?;3;3;3;3;
CL2;yes;Sì;1;1;1;1;
CL2;but that is not where the information is stored;Ma che non è dove il informazione è @store;4;2;4;4;{is stored}[Passive voice]
CL2;public information will be posted to a webserver;Il informazione pubblico sarà *posted a un *webserver;4;2;3;3;+{will be posted}[Passive voice]
CL2;all the infomation just store locally,;#Tutto il *infomation negozio giusto localmente,;4;4;4;4;{infomation}[Spelling]
CL2;on the various cleint machines;In il @various *cleint macchine;4;2;4;4;{cleint}[Spelling]
CL2;information you are permitted to view is stored on the local client computer;Informazione sei *permitted a la #vista è @store nel computer di cliente locale;4;3;3;4;+{is stored}[Passive voice]
CL2;So if someone is not online how can someone else invite them to a meeting?;Tanto se qualcuno non è on-line come può qualcuno più li invita a una riunione?;3;3;3;4;
CL2;?;?;1;1;1;1;
CL2;this software is not a meeting software, it is a calendar applicaiton;Questo software non è un software di riunione, è un calendario *applicaiton;1;1;2;2;{applicaiton}[Spelling]
CL2;FOr example;Per esempio;1;1;1;1;
CL2;I'm offline and so is my schedule;Sono off-line e @so è il mio orario;4;2;3;3;
CL2;you need to schedule me for a meeting;Necessiti @schedule per una riunione;4;2;2;3;
CL2;how do you know my schedule?;Come  sai il mio orario?;3;1;2;1;
CL2;email notice will be sent;Avviso di e-mail sarà inviato;2;1;1;2;{will be sent}[Passive voice]
CL2;well the informaiton will be stored on other client computers, for example if a manager puts out a meeting schedule it will be send to everyone in the meeting;Bene il *informaiton sarà @store in altri computers di cliente, per esempio se un direttore pone fuori una riunione lo @schedule sarà inviare a #tutti quanti nella riunione;4;3;2;3;+{for example}[Complex Expression]
CL2;the computers in our organization are left running all night so uptime is not a big consideration;I computers in la nostra organizzazione restano correre #tutto notte tanto *uptime non è una considerazione grande;4;3;3;3;
CL2;And the person can retrieve the info when they log on, and such.;E la persona può recuperare il *info quando #prpers *log addirittura, e #tale.;4;3;3;4;
CL2;ok what about, laptops and buisness trips?;ok Che approssimativamente, @laptop e *buisness viaggi?;3;4;3;3;{buisness}[Spelling]
CL2;well when they connect the new  events  will bo downloaded from other peers;Bene quando connettono gli eventi  nuovi   *bo scaricato di altro *peers;4;3;3;3;
CL2;pretty much the same..once you are online;@Pretty molto uguale..@Once sei on-line;4;2;3;4;{sameonce}[Spelling]
CL2;think about the idea of bittorrent, you can download as a peer from anywhere;Opina sopra la idea di *bittorrent, puoi scaricare come *peer di *anywhere;4;3;3;4;{bittorrent}[Spelling]
CL2;the mechanisims for distributing the data are not all that important at this point, what we need to concentrate on is the scheduling functionality of the software;Il *mechanisims per distribuire il dato non è #tutto quello importante in questo punto, #quanto necessitiamo a *concentrate addirittura è la funzionalità di @schedule d'il software;3;3;3;3;{mechanisims}[Spelling]
CL2;information isn't just retrieved at login time, it can also be downloaded as it becomes available;Il informazione non è giusto recuperato in *login tempo, anche può essere scaricato secondo diventa disponibile;4;3;3;3;
CL2;and affected users can give feedback on the proposed schedule;E gli utenti influiti possono dare *feedback nell'orario proposto;3;2;2;3;
CL2;Essentially, it should check both at login and periodically to see if anything has changed, and if so, get the new information.;Essenzialmente, dovrebbe verificare entrambi in *login e periodicamente per vedere se #qualsiasi cosa ha cambiato, e se tanto, ricevere il informazione nuovo.;3;2;2;3;
CL2;It's a continuous process.;È un processo continuo.;1;1;1;1;
CL2;exactly;Esattamente;1;1;1;1;
CL2;The RFP mentioned that documents are often sent out to be read prior to a meeting.  Does the application need to distribute the documents, or will they be sent out by email?;Il *RFP menzionò che i documenti sono spesso inviato fuori per essere letto previo a una riunione.  Fa la necessità di applicazione per distribuire i documenti, o  #prpers essere inviato fuori per e-mail?;4;3;3;4;+{be sent}[Hidden Verbs]
CL2;you can upload the document;Puoi *upload il documento;3;2;2;3;
CL2;The application will distribute them with the meeting notice, kind of like an email attachment.;La applicazione li distribuirà con il avviso di riunione, classe di come un attaccamento di e-mail.;4;2;3;3;
CL2;yes, it does need to distribute documens and no they will not be sent out by email;Sì, necessita per distribuire *documens e nessun non saranno inviati fuori per e-mail;4;3;2;4;+{will not be}[Passive voice]
CL2;email notice will be send;Avviso di e-mail sarà inviare;3;2;2;3;
CL2;like an attachment;Come un attaccamento;3;2;2;3;
CL2;just email notice;Avviso di e-mail giusta;3;3;2;3;
CL2;for important items only;Per elementi importanti #solo;1;1;1;2;
CL2;the user should be able to select if they want an email sent, in general it will not be necessary as the calendar will display the updates;Il utente dovrebbe essere capace di @select se vogliono una e-mail inviò, in generale non sarà necessario come il calendario mostrerà gli aggiornamenti;4;2;3;3;+{will not be}[Passive voice]
CL2;ok, we should probably move on;ok, probabilmente dovremmo spostare addirittura;3;3;3;4;
CL2;What kinds of user permissions will the system need?;Che classi di permessi di utente  la necessità di sistema?;4;3;2;3;
CL2;either set the cal event to private or public;Neanche messo il *cal evento a privato o pubblico;3;3;2;4;
CL2;Well, you should be able to define an arbitrary number of user permissions and give them all a variable set of abilities.;Bene, dovresti essere capace di definire un numero arbitrario di permessi di utente e dargli #tutto un insieme @variable di abilità.;1;1;1;1;{should be}[Passive voice]
CL2;I believe.;Credo.;1;1;1;1;
CL2;and depends on the group which you choose;E dipende nel gruppo #che scegli;2;1;1;2;
CL2;they system will need a role based permission system, where by and arbitrary number of rolls can be created and assigned to various users;#Prpers il sistema necessiterà un ruolo sistema di permesso basato, dove per e il numero arbitrario di @roll può essere creato e assegnato a @various utenti;4;3;3;4;{can be}[Passive voice]
CL2;for example managers should be able to schedule meetings for the staff they manage;Per esempio i direttori dovrebbero essere capaci di @schedule riunioni per il #personale dirigono;3;2;2;3;+{should be}[Passive voice]
CL2;or request a meeting with people from other departemnts;O chiedere una riunione con gente di altro *departemnts;1;1;2;2;+{request}[Complex Expression]
CL2;Essentially, the system will have a various set of things people can do.;Essenzialmente, il sistema avrà un @various insieme di gente di cose può fare.;4;3;3;3;
CL2;And you can derive user classes from that set.;E puoi derivare classi di utente di quello insieme.;4;2;2;2;
CL2;for example, the manger always has permission to do , update, edit, delete the schedule;Per esempio, il *manger sempre ha permesso per fare , aggiornamento, #redigere, eliminare il orario;3;2;2;2;+{delete}[Complex Expression]
CL2;a mail clerk for exampel should not be able to change the time or a meeting or schedule a meeting;Un impiegato di posta per *exampel non dovrebbe essere capace di cambiare il tempo o una riunione o @schedule una riunione;2;2;2;3;+{should not be}[Passive voice]
CL2;or payroll accountant can't change time :);O contabile di @payroll non può cambiare tempo :);4;2;2;3;
CL2;Will certain users have higher priority permissions? For example, if one manager changes a schedule could another manager override the edit, or modify a calendar entry made by another user?;gli utenti sicuri hanno permessi di priorità più alta? Per esempio, se @one direttore cambia un orario potrebbe un altro direttore *override il #redigere, o modificare una entrata di calendario fatta per un altro utente?;4;3;2;3;{modify}[Complex Expression]
CL2;but the hr people can put out a schedule for all staff under thier control;Ma il *hr la gente può porre fuori un orario per #tutto i  personali sotto *thier controllo;3;2;2;4;{thier}[Spelling]
CL2;but for tiems like that the person scheduled can request that their schedule be changed;Ma per *tiems piace che la persona @schedule può chiedere che il suo orario essere cambiato;4;3;4;4;+{request}[Complex Expression]
CL2;I believe that people above someone in the hierarchy can affect people below them, but people can't affect others in the same level of the hierarchy.;Credo che gente sopra qualcuno nella gerarchia può influire gente sotto loro, ma la gente non può influire altri in lo stesso livello della gerarchia.;3;2;1;3;
CL2;Unless the person explicitly gives them permission to do so.;A meno che la persona esplicitamente li dà permesso per fare tanto.;3;2;1;3;
CL2;have to negociate before change~~~;Deve *negociate prima di cambio;4;3;2;2;{negociate}[Spelling]
CL2;when creating a schedule the system should try to optimize the timing of a meeting to minimize existing conflitcs;Quando creando un orario il sistema dovrebbe #provare ottimizzare il @time di una riunione a *minimize esistendo *conflitcs;4;3;3;3;{conflitcs}[Spelling]
CL2;so a method to request different times;@So un metodo per chiedere tempi differenti;3;2;2;2;{request}[Complex Expression]
CL2;that way staff can schedule themselves as long as they get their hours in;Quelli #personale di modo #se possono @schedule tanto @long secondo ricevono le sue ore @in;4;4;4;4;
CL2;when scheduling the system takes requests into consideration;Quando @schedule il sistema prende richieste a considerazione;3;3;2;3;
CL2;ok;ok;1;1;1;1;
CL2;hold up a sec please;Controllo @up un *sec piacere;4;3;4;4;
CL2;Permissions;Permessi;1;1;1;1;
CL2;Do you need mutlilevel premissions for each person in the tree?;Necessiti *mutlilevel *premissions per ogni persona nell'albero?;2;2;2;2;+{premissions}[Spelling]
CL2;"What do you mean by ""multilevel permissions""?";"Cosa  significhi per ""*multilevel permessi""?";3;2;2;3;
CL2;what do you mean?;Cosa  significhi?;3;2;2;2;
CL2;yes;Sì;1;1;1;1;
CL2;a manager can only modify thoes under him;Un direttore #solo può modificare *thoes sotto lui;3;2;1;1;+{modify}[Complex Expression]
CL2;and he is granted his permissions by a administrator;E è conceduto i suoi permessi per un amministratore;4;3;3;3;+{a administrator}[Wrong article]
CL2;ok;ok;1;1;1;1;
CL2;can a manager have two or more priority levels?;Può un direttore ha due o @more livelli di priorità?;4;2;2;3;
CL2;rolls are set up my administrators and then assigned to the staff;#Il @roll sono #montare i miei amministratori e #allora assegnato a il #personale;4;3;4;3;{are set}[Passive voice]
CL2;No, being a manager sets his priority level.;Non, essendo un direttore mette il suo livello di priorità.;3;3;1;3;
CL2;I'm not sure what you mean.;Non sono sicuro #quanto significhi.;3;3;3;4;
CL2;a manager can belong to multiple roles;Un direttore può appartenere a ruoli multipli;1;1;1;2;
CL2;why we need multilevel, would you give some example;Perché necessitiamo *multilevel,  dai alcun esempio;3;2;2;2;
CL2;say a manager is in charge of a group of programmers;Dire un direttore è in carico d'un gruppo di @programmer;4;2;2;2;
CL2;that manager can then schedule thoes programmers;Quello direttore #allora può @schedule *thoes @programmer;4;2;2;4;{thoes}[Spelling]
CL2;he may also be the team leader of another project;Anche @may essere il leader di squadra di un altro progetto;4;2;2;2;
CL2;Oh, right, that makes sense.;@Oh, bene, che fa senso.;4;2;2;4;
CL2;I guess that you could organize it in a tree structure.;Indovino che lo potresti organizzare in una struttura di albero.;2;2;2;3;
CL2;Where everyone below someone can have something scheduled by the person above them.;Dove #tutti quanti sotto qualcuno può avere #alcunché @schedule per la persona sopra loro.;4;3;2;4;
CL2;I thought the permission is associated with each event,;Opinai #que il permesso è associato con ogni evento,;3;3;2;3;{is associated}[Passive voice]
CL2;he can request that other people not under his controll attend a meeting put he has to request their presence and they have to accept before they can be added to the meeting;Può chiedere che altra gente non sotto il suo *controll frequentare una riunione pose deve chiedere la sua presenza e #prpers devono accettare prima che possono essere aggiunti alla riunione;4;3;3;3;+{can be}[Passive voice]
CL2;they can also schedule their own events as long as they don't conflict;Anche possono @schedule i suoi eventi proprii tanto @long secondo #prpers  non conflitto;4;3;4;4;
CL2;ie, work on project A until such a time, then work on project B;*ie, lavoro in progetto Un #fino tale tempo, allora lavoro in progetto *B;4;3;2;3;
CL2;So in that case, the programmers would be below the person and so would the other team.;Tanto in quello caso, i @programmer sarebbero sotto la persona e @so  la altra squadra.;4;3;3;3;
CL2;hey guys sorry im late;*hey I tipi @sorry *im in ritardo;4;4;3;3;
CL2;"sorry we are done ;)";"@Sorry siamo #fare ;)";4;4;4;4;{are done}[Passive voice]
CL2;Haha.;*Haha.;4;1;1;1;
CL2;we have decided you are coding the entire project;Ti abbiamo deciso è codificazione il progetto intero;4;4;4;4;
CL2;we had a vote and everyone agreed;Avemmo un voto e #tutti quanti accordarono;2;2;2;4;
CL2;And all profits will go to us.;E #tutto i  utili andranno a #prpers.;4;3;3;4;
CL2;yes;Sì;1;1;1;1;
CL2;so does a given user have different priority levels or just one?;Tanto fa un utente dato ha livelli di priorità differente o giusto uno?;4;3;3;4;
CL2;Well, a given user will have people below him, above him, and unassociated with him.;Bene, un utente dato avrà gente sotto lui, sopra lui, e *unassociated con lui.;4;2;2;2;
CL2;any user can belong to an arbitrary number of roles;Qualunque utente può appartenere a un numero arbitrario di ruoli;1;1;1;1;
CL2;depends what kind of job he has;Dipende che classe di lavoro ha;2;1;1;2;
CL2;k;*k;4;1;1;4;
CL2;He'd only be able to affect those below him, unless others give him explicit ability to do otherwise.;#Solo sarebbe capace di influire quelli sotto lui, a meno che altri gli danno abilità esplicita per fare in altro modo.;3;2;2;3;
CL2;instead of permission levels i like the idea of roles;@Instead of livelli di permesso *i come la idea di ruoli;4;3;4;4;{i}[Make I uppercase]
CL2;that can be assigned and expire when a task is finished;Quello può essere assegnato e *expire quando un lavoro è finito;4;3;2;3;+{is finished}[Passive voice]
CL2;yes, I agree the roles concept makes more sense;Sì, accordo #que il concetto di ruoli fa @more senso;4;3;2;3;
CL2;Well, you could do roles in a tree structure, just a temporary one.;Bene, potresti fare ruoli in una struttura di albero, giusto un provvisorio @one.;4;2;2;3;
CL2;It's just that it'd be hard to model relationships between employees otherwise.;È giusto che sarebbe duro a relazioni di modello tra impiegati in altro modo.;4;4;4;4;
CL2;i think of it as being flatter;*i Opina di esso tanto essendo più @flat;4;4;4;4;{i}[Make I uppercase]
CL2;you have sets of users each with their own permissions;Hai insiemi di utenti ognuno con i suoi permessi proprii;1;2;2;2;
CL2;so a group leader can schedule anyone under them even if they are manageing another project;@So un leader di gruppo può @schedule qualunque sotto loro #ancora se sono *manageing un altro progetto;4;2;3;4;{manageing}[Spelling]
CL2;"But if you have ""managers"" and ""programmers"", how do you define which managers are above which programmers?";"Ma se hai ""direttori e @programmer"", come  defini #quale direttori sono sopra #quale @programmer?";4;2;2;2;
CL2;the application should be able to create or remove the levels of permission base on role levels;La applicazione dovrebbe essere capace di creare o togliere i livelli di base di permesso in livelli di ruolo;4;3;3;4;{should be}[Passive voice]
CL2;roles;Ruoli;1;1;1;1;
CL2;For example.;Per esempio.;1;1;1;1;
CL2;if someone is assigned the role of project leader of project A then he can manage the schedules for anyone in project A;Se qualcuno è assegnato il ruolo di leader di progetto di progetto Un #allora può dirigere gli orari per qualunque in progetto Un;4;3;3;3;{is assigned}[Passive voice]
CL2;did we dicide to change permission to role;#Prpers *dicide per cambiare permesso a ruolo;4;4;3;4;{dicide}[Spelling]
CL2;i think so;*i Opina tanto;4;4;2;4;{i}[Make I uppercase]
CL2;Ah, so roles would be sort of a grouping mechanism, then.;*Ah, tanto i ruoli sarebbero classe d'un meccanismo di raggruppazione, #allora.;3;3;2;3;{sort of a}[Revise...]
CL2;exactly;Esattamente;1;1;1;1;
CL2;I think this is better then what we had before;Opino #que questo è #migliore #allora #quanto avemmo prima;3;3;3;4;{better then}[Did you mean...]
CL2;So, you'd have groups of people, and you'd have different level within groups?;Tanto, avresti gruppi di gente, e avresti livello differente dentro gruppi?;2;2;3;3;
CL2;if someone is assigned a mananement role they may be able to create new roles and assign anyone under them to that role;Se qualcuno è assegnato un *mananement ruolo @may essere capaci di creare ruoli nuovi e assegnare qualunque sotto loro a quello ruolo;3;3;3;3;+{may be}[Passive voice]
CL2;That makes sense to me.;Quello fa senso a me.;4;3;2;3;
CL2;Yeah.;Sì.;1;1;1;1;
CL2;isn't there a potential for circular logic though?;Non è lì una potenzialità per logica @circular @though?;4;4;3;4;
CL2;but they can't escilate their own role;Ma possono non *escilate il suo ruolo proprio;3;2;3;4;{escilate}[Spelling]
CL2;How so?;Come tanto?;4;4;2;4;
CL2;(to Andrew);(A Andrew);1;1;1;1;
CL2;I think we'd better to keep the human resource department to do the annouement and things like that;Opino #prpers  #migliore di mantenere il dipartimento di risorsa umano per fare il *annouement e cose come quello;4;3;4;4;{annouement}[Spelling]
CL2;?;?;1;1;1;1;
CL2;some people can be part of a group B that can assign tasks to A, where A can assign tasks to B?;Alcuna gente può essere parte d'un gruppo *B che può assegnare lavori a Un, dove Un può assegnare lavori a *B?;3;3;3;3;{can be}[Passive voice]
CL2;well we are going to assume well behaved users;Bene andiamo a assumere bene *behaved utenti;3;3;3;4;{well behaved}[Hyphen Required]
CL2;and unless you are a manager you can't create conflicting schedules;E a meno che sei un direttore non puoi creare *conflicting orari;4;2;2;2;
CL2;so yes you can assign tasks but you can't bump existing tasks;Tanto sì puoi assegnare i lavori ma tu non possono colpire esistendo lavori;4;3;3;4;
CL2;"Maybe we should call this good for now and move on; we still have four more topics to cover.";"Forse dovremmo chiamare questo buono per ora e movimento addirittura; ancora abbiamo quattro @more temi per coprire.";4;3;3;4;
CL2;ok, we should probably move on before we run out of time;ok, dobbiamo probabilmente movimento in prima che corriamo #fuori tempo;3;3;3;3;
CL2;i think we're getting a little caught up in the details here anyway;*i Opina stiamo ricevendo un poco afferrato @up nei dettagli #lì #ad ogni modo;4;3;3;4;{i}[Make I uppercase]
CL2;yep;*yep;4;1;1;4;
CL2;agreed;Accordato;1;1;1;2;
CL2;So, are you going to need some sort of revision control system?;Tanto, ti è andando per necessitare alcuna classe di sistema di controllo d'il @revision?;4;4;3;4;
CL2;as far as version controll goes only the version that was used is important;Tanto lontano come versione *controll va #solo la versione che fu usata è importante;4;3;3;4;+{was used}[Passive voice]
CL2;if it didn't happen its not important;Se non passò il suo non importante;4;2;4;4;{its not}[Did you mean...]
CL2;with multiple users updating the schedule there seems to be vast potential for version conflicts;Con gli utenti multipli #que aggiornano il orario lì pare per essere potenzialità @vast per conflitti di versione;4;3;3;4;{to be}[Passive voice]
CL2;no because they can't update existing items;Nessun perché non possono aggiornare esistendo elementi;4;3;3;4;
CL2;and plus managers have the final say;E direttori di @plus hanno la #finale dice;4;3;4;4;{final}[Complex Expression]
CL2;which the high priority;#Quale la priorità alta;3;2;2;2;
CL2;only certain level can do so;Il livello sicuro unico può fare tanto;4;3;3;4;
CL2;it's be coverd in previous topic;È essere *coverd in tema anteriore;4;3;3;4;+{previous}[Complex Expression]
CL2;so a person witht he manager role can edit these docs and thats it?;@So una persona *witht lui ruolo di direttore può #redigere questo *docs e *thats lo?;4;3;3;3;+{thats}[Missing apostrophe]
CL2;the docs will be more notices;Il *docs sarà @more avvisi;4;3;3;3;
CL2;it read this before the meeting;Lesse questo prima della riunione;3;2;2;2;
CL2;or here are the notes for the meeting;O #lì è le note per la riunione;3;2;3;4;
CL2;well, everybodys schedual gets distributed to trier machine;Bene, *everybodys *schedual riceve distribuito a *trier macchina;4;3;4;4;+{trier}[Spelling]
CL2;ok, just clearing that up;ok, giusto liquidando che sopra;4;4;4;4;
CL2;so that's the schedyal that matters, right?;In modo che è il *schedyal che materie, bene?;4;4;4;4;{schedyal}[Spelling]
CL2;schedule;Orario;3;1;1;1;
CL2;Meeting Notes will be only editable but the meeting organizer. i think you mean by;Compiendo le note saranno uniche editabile ma il @organizer di riunione. *i Ti opina significa per;4;4;4;4;{i}[Make I uppercase]
CL2;word;Parola;1;1;1;1;
CL2;my bad;Il mio cattivo;3;4;1;4;
CL2;no worries;Nessuna preoccupazione;1;2;1;1;
CL2;next please...time is flying;Prossimo piacere...Il tempo sta volando;2;2;3;3;{pleasetime}[Spelling]
CL2;yep;*yep;4;1;1;4;
CL2;ok all there really is for this is the following;ok Tutto lì realmente è per questo è il seguente;4;3;4;4;
CL2;rols can edit for thoes under them;*rols Può #redigere per *thoes sotto loro;3;3;3;4;+{thoes}[Spelling]
CL2;a user can request that the schedule be changed;Un utente può chiedere che il orario essere cambiato;3;2;2;3;{request}[Complex Expression]
CL2;the role manager can then run a feature to optimize the requests;Il direttore di ruolo può #allora corso una caratteristica per ottimizzare le richieste;4;3;2;4;
CL2;and find the best schedule;E trovare il orario #migliore;2;2;2;2;
CL2;when teh schedule has been modified, email notice sends out to everyone related in the schedule;Quando *teh il orario ha stato modificato, avviso di e-mail invia fuori a #tutti quanti relazionato nell'orario;4;2;3;4;+{has been modified}[Passive voice]
CL2;i guess we will need various event types, tentative, firm, etc etc;*i Supposizione necessiteremo @various tipi di evento, *tentative, impresa, etc etc;4;2;2;4;+{i}[Make I uppercase]
CL2;good idea;Idea buona;1;1;1;2;
CL2;actually their calendar is updated;Di fatto il suo calendario è aggiornato;3;1;2;1;{is updated}[Passive voice]
CL2;a request can get sent to a manager to change a meeting, or to HR to change the base schedule;Una richiesta può ricevere inviata a un direttore per cambiare una riunione, o a *HR per cambiare il orario di base;4;2;3;4;
CL2;emails are only sent out when specifically requested;La e-mail è #solo inviato fuori quando specificamente chiese;4;2;2;4;
CL2;a request can be sent to any role manager;Una richiesta può essere inviata a qualunque direttore di ruolo;1;3;2;1;{can be}[Passive voice]
CL2;whatever;@Whatever;4;4;4;4;
CL2;ok, I think that covers it.;ok, opino #que quello lo copre.;4;3;2;4;
CL2;let's move on;Lasciato  movimento addirittura;4;4;4;4;
CL2;Will the backups be local?;i @backup essere locale?;4;3;3;3;
CL2;or will they be backed up on the web server also;O  #prpers essere difeso @up in il @server di ragnatela anche;4;4;4;4;
CL2;yes, but an administrator can also request a global snapshot of the system;Sì, ma un amministratore anche può chiedere un globale *snapshot d'il sistema;3;2;2;3;{request}[Complex Expression]
CL2;from all online users;Di #tutto gli utenti  on-line;3;3;3;2;
